value,designator,barcode,,mean,0.139595177,,,,
0.1361,U3_1,"	M0540064PI27407900E",,,,,,,
0.1332,U3_1,"	M0540064PI27407900N",,,,,,,
0.1284,U3_1,"	M0540064PI274079033",,,,,,,
0.1305,U3_1,"	M0540064PI27407902X",,,,,,,
0.1411,U3_1,"	M0540064PI27407902U",,,,,,,
0.1267,U3_1,"	M0540064PI27407902N",,,,,,,
0.1316,U3_1,"	M0540064PI27407901X",,,,,,,
0.1351,U3_1,"	M0540064PI27407901W",,,,,,,
0.1364,U3_1,"	M0540064PI274079028",,,,,,,
0.1377,U3_1,"	M0540064PI27407901V",,,,,,,
0.1319,U3_1,"	M0540064PI274079019",,,,,,,
0.1366,U3_1,"	M0540064PI27407901M",,,,,,,
0.1386,U3_1,"	M0540064PI27407901P",,,,,,,
0.1374,U3_1,"	M0540064PI27407901U",,,,,,,
0.1276,U3_1,"	M0540064PI274079020",,,,,,,
0.1313,U3_1,"	M0540064PI27407900S",,,,,,,
0.1341,U3_1,"	M0540064PI27407900V",,,,,,,
0.1283,U3_1,"	M0540064PI27407901L",,,,,,,
0.1385,U3_1,"	M0540064PI274079023",,,,,,,
0.1339,U3_1,"	M0540064PI27407901N",,,,,,,
0.1255,U3_1,"	M0540064PI27407901J",,,,,,,
0.1387,U3_1,"	M0540064PI27407901R",,,,,,,
0.1461,U3_1,"	M0540064PI27407902T",,,,,,,
0.1326,U3_1,"	M0540064PI274079025",,,,,,,
0.1378,U3_1,"	M0540064PI27407902S",,,,,,,
0.1341,U3_1,"	M0540064PI27407902M",,,,,,,
0.1283,U3_1,"	M0540064PI27407904D",,,,,,,
0.1328,U3_1,"	M0540064PI27407903Z",,,,,,,
0.1375,U3_1,"	M0540064PI274079029",,,,,,,
0.131,U3_1,"	M0540064PI27407901C",,,,,,,
0.1341,U3_1,"	M0540064PI274079036",,,,,,,
0.138,U3_1,"	M0540064PI274079049",,,,,,,
0.1372,U3_1,"	M0540064PI27407904E",,,,,,,
0.13,U3_1,"	M0540064PI27407904B",,,,,,,
